field_1,Venue,Latitude,Longitude,Venue Cate,geometry,OBJECTID,WEB_URL,NAME,NEIGHBORHO,Shape_Leng,Shape_Area,TYPE,COLOR,APPR_DATE,UPDATE_PLA,ADOPTED,count
"529",MLK Deli,38.843559999999997,-76.999808000000002,Deli / Bodega,POINT (38.84356 -76.999808),"1",http://planning.dc.gov/,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",10711.668009757177060,4886462.547938360832632,Original,,,,,"0"
"604",MLK Deli,38.843559999999997,-76.999808000000002,Deli / Bodega,POINT (38.84356 -76.999808),"1",http://planning.dc.gov/,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",10711.668009757177060,4886462.547938360832632,Original,,,,,"0"
"618",Domino's Pizza,38.830851000000003,-77.008077999999998,Pizza Place,POINT (38.830851 -77.008078),"1",http://planning.dc.gov/,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",10711.668009757177060,4886462.547938360832632,Original,,,,,"0"
"626",Popeyes Louisiana Kitchen,38.844926115800362,-76.997011619530355,Fried Chicken Joint,POINT (38.84492611580036 -76.99701161953035),"1",http://planning.dc.gov/,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",10711.668009757177060,4886462.547938360832632,Original,,,,,"0"
"521",IHOP,38.846054023016293,-76.982681072417563,Breakfast Spot,POINT (38.84605402301629 -76.98268107241756),"2",http://planning.dc.gov/,Cluster 38,"Douglas, Shipley Terrace",8229.486324125991814,2367958.025682514067739,Original,,,,,"0"
"600",IHOP,38.846054023016293,-76.982681072417563,Breakfast Spot,POINT (38.84605402301629 -76.98268107241756),"2",http://planning.dc.gov/,Cluster 38,"Douglas, Shipley Terrace",8229.486324125991814,2367958.025682514067739,Original,,,,,"0"
"619",Subway,38.846240067847560,-76.980920340286161,Sandwich Place,POINT (38.84624006784756 -76.98092034028616),"2",http://planning.dc.gov/,Cluster 38,"Douglas, Shipley Terrace",8229.486324125991814,2367958.025682514067739,Original,,,,,"0"
"63",Slipstream,38.879384512781790,-77.005403011201281,Café,POINT (38.87938451278179 -77.00540301120128),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"65",Cornercopia,38.878338874822482,-77.002099688535168,Deli / Bodega,POINT (38.87833887482248 -77.00209968853517),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"68",RASA,38.875578179919238,-77.006210088729858,Indian Restaurant,POINT (38.87557817991924 -77.00621008872986),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"70",Osteria Morini,38.873468000000003,-77.001579000000007,Italian Restaurant,POINT (38.873468 -77.00157900000001),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"72",Bethesda Bagels,38.876576476228770,-77.004885032969455,Bagel Shop,POINT (38.87657647622877 -77.00488503296945),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"73",CAVA,38.876640999999999,-77.007192000000003,Mediterranean Restaurant,POINT (38.876641 -77.007192),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"74",All-Purpose,38.871005122342559,-77.006555968306060,Pizza Place,POINT (38.87100512234256 -77.00655596830606),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"77",BonChon Chicken,38.877730999999997,-77.007726000000005,Korean Restaurant,POINT (38.877731 -77.00772600000001),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"79",Due South,38.873602782878208,-77.001634240150452,Southern / Soul Food Restaurant,POINT (38.87360278287821 -77.00163424015045),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"81",Nando's Peri-Peri,38.875113778629824,-77.001172900199876,Portuguese Restaurant,POINT (38.87511377862982 -77.00117290019988),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"87",sweetgreen,38.875100000000003,-77.000322299999993,Salad Place,POINT (38.8751 -77.00032229999999),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"89",The Salt Line,38.871205693575405,-77.006341831545427,Seafood Restaurant,POINT (38.8712056935754 -77.00634183154543),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"510",Osteria Morini,38.873468000000003,-77.001579000000007,Italian Restaurant,POINT (38.873468 -77.00157900000001),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"513",Bethesda Bagels,38.876576476228770,-77.004885032969455,Bagel Shop,POINT (38.87657647622877 -77.00488503296945),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"514",Due South,38.873602782878208,-77.001634240150452,Southern / Soul Food Restaurant,POINT (38.87360278287821 -77.00163424015045),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"515",Nando's Peri-Peri,38.875113778629824,-77.001172900199876,Portuguese Restaurant,POINT (38.87511377862982 -77.00117290019988),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"516",sweetgreen,38.875100000000003,-77.000322299999993,Salad Place,POINT (38.8751 -77.00032229999999),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"517",TaKorean,38.875281665049570,-77.000191211700439,Taco Place,POINT (38.87528166504957 -77.00019121170044),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"520",Kruba Thai & Sushi,38.873929277287587,-77.001892924793822,Thai Restaurant,POINT (38.87392927728759 -77.00189292479382),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"524",Chloe,38.874702688948474,-77.000596185736498,New American Restaurant,POINT (38.87470268894847 -77.0005961857365),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"527",Potbelly Sandwich Shop,38.874730854010657,-77.001764906745905,Sandwich Place,POINT (38.87473085401066 -77.0017649067459),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"530",Whaley's,38.873272957694027,-77.001533842623189,Seafood Restaurant,POINT (38.87327295769403 -77.00153384262319),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"533",Agua 301,38.873274936830896,-77.001693248748779,Mexican Restaurant,POINT (38.8732749368309 -77.00169324874878),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"541",Slipstream,38.879384512781790,-77.005403011201281,Café,POINT (38.87938451278179 -77.00540301120128),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"542",RASA,38.875578179919238,-77.006210088729858,Indian Restaurant,POINT (38.87557817991924 -77.00621008872986),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"544",Bethesda Bagels,38.876576476228770,-77.004885032969455,Bagel Shop,POINT (38.87657647622877 -77.00488503296945),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"545",CAVA,38.876640999999999,-77.007192000000003,Mediterranean Restaurant,POINT (38.876641 -77.007192),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"547",All-Purpose,38.871005122342559,-77.006555968306060,Pizza Place,POINT (38.87100512234256 -77.00655596830606),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"549",BonChon Chicken,38.877730999999997,-77.007726000000005,Korean Restaurant,POINT (38.877731 -77.00772600000001),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"560",The Salt Line,38.871205693575405,-77.006341831545427,Seafood Restaurant,POINT (38.8712056935754 -77.00634183154543),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"563",Él Bebe,38.876151265888801,-77.005957064725123,Mexican Restaurant,POINT (38.8761512658888 -77.00595706472512),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"734",All-Purpose,38.871005122342559,-77.006555968306060,Pizza Place,POINT (38.87100512234256 -77.00655596830606),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"735",Osteria Morini,38.873468000000003,-77.001579000000007,Italian Restaurant,POINT (38.873468 -77.00157900000001),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"736",The Salt Line,38.871205693575405,-77.006341831545427,Seafood Restaurant,POINT (38.8712056935754 -77.00634183154543),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"737",Due South,38.873602782878208,-77.001634240150452,Southern / Soul Food Restaurant,POINT (38.87360278287821 -77.00163424015045),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"738",RASA,38.875578179919238,-77.006210088729858,Indian Restaurant,POINT (38.87557817991924 -77.00621008872986),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"739",Nando's Peri-Peri,38.875113778629824,-77.001172900199876,Portuguese Restaurant,POINT (38.87511377862982 -77.00117290019988),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"740",Bethesda Bagels,38.876576476228770,-77.004885032969455,Bagel Shop,POINT (38.87657647622877 -77.00488503296945),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"741",sweetgreen,38.875100000000003,-77.000322299999993,Salad Place,POINT (38.8751 -77.00032229999999),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"742",CAVA,38.876640999999999,-77.007192000000003,Mediterranean Restaurant,POINT (38.876641 -77.007192),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"743",Cornercopia,38.878338874822482,-77.002099688535168,Deli / Bodega,POINT (38.87833887482248 -77.00209968853517),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"744",Slipstream,38.879384512781790,-77.005403011201281,Café,POINT (38.87938451278179 -77.00540301120128),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"745",BonChon Chicken,38.877730999999997,-77.007726000000005,Korean Restaurant,POINT (38.877731 -77.00772600000001),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"748",TaKorean,38.875281665049570,-77.000191211700439,Taco Place,POINT (38.87528166504957 -77.00019121170044),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"749",Él Bebe,38.876151265888801,-77.005957064725123,Mexican Restaurant,POINT (38.8761512658888 -77.00595706472512),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"754",Five Guys,38.877154400000002,-77.003699499999996,Burger Joint,POINT (38.8771544 -77.0036995),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"755",Shake Shack,38.876485472704225,-77.007025327200196,Burger Joint,POINT (38.87648547270422 -77.0070253272002),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"757",Wiseguy Pizza,38.877011773014182,-77.003231510343539,Pizza Place,POINT (38.87701177301418 -77.00323151034354),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"761",Kruba Thai & Sushi,38.873929277287587,-77.001892924793822,Thai Restaurant,POINT (38.87392927728759 -77.00189292479382),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"762",ABC Pony,38.879474999999999,-77.008692999999994,Italian Restaurant,POINT (38.879475 -77.00869299999999),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"794",Osteria Morini,38.873468000000003,-77.001579000000007,Italian Restaurant,POINT (38.873468 -77.00157900000001),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"795",Due South,38.873602782878208,-77.001634240150452,Southern / Soul Food Restaurant,POINT (38.87360278287821 -77.00163424015045),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"796",sweetgreen,38.875100000000003,-77.000322299999993,Salad Place,POINT (38.8751 -77.00032229999999),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"797",Nando's Peri-Peri,38.875113778629824,-77.001172900199876,Portuguese Restaurant,POINT (38.87511377862982 -77.00117290019988),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"798",TaKorean,38.875281665049570,-77.000191211700439,Taco Place,POINT (38.87528166504957 -77.00019121170044),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"800",Cornercopia,38.878338874822482,-77.002099688535168,Deli / Bodega,POINT (38.87833887482248 -77.00209968853517),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"802",Bethesda Bagels,38.876576476228770,-77.004885032969455,Bagel Shop,POINT (38.87657647622877 -77.00488503296945),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"804",RASA,38.875578179919238,-77.006210088729858,Indian Restaurant,POINT (38.87557817991924 -77.00621008872986),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"805",All-Purpose,38.871005122342559,-77.006555968306060,Pizza Place,POINT (38.87100512234256 -77.00655596830606),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"806",Slipstream,38.879384512781790,-77.005403011201281,Café,POINT (38.87938451278179 -77.00540301120128),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"808",The Salt Line,38.871205693575405,-77.006341831545427,Seafood Restaurant,POINT (38.8712056935754 -77.00634183154543),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"810",CAVA,38.876640999999999,-77.007192000000003,Mediterranean Restaurant,POINT (38.876641 -77.007192),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"812",Él Bebe,38.876151265888801,-77.005957064725123,Mexican Restaurant,POINT (38.8761512658888 -77.00595706472512),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"814",Five Guys,38.877154400000002,-77.003699499999996,Burger Joint,POINT (38.8771544 -77.0036995),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"816",Wiseguy Pizza,38.877011773014182,-77.003231510343539,Pizza Place,POINT (38.87701177301418 -77.00323151034354),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"817",BonChon Chicken,38.877730999999997,-77.007726000000005,Korean Restaurant,POINT (38.877731 -77.00772600000001),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"818",Las Placitas,38.877305000000000,-76.994827000000001,Mexican Restaurant,POINT (38.877305 -76.994827),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"819",Kruba Thai & Sushi,38.873929277287587,-77.001892924793822,Thai Restaurant,POINT (38.87392927728759 -77.00189292479382),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"822",Chloe,38.874702688948474,-77.000596185736498,New American Restaurant,POINT (38.87470268894847 -77.0005961857365),"4",http://planning.dc.gov/,Cluster 27,"Near Southeast, Navy Yard",7286.968901728663695,1619166.894219854148105,Original,,,,,"0"
"490",Denny's,38.890437836800551,-76.938324719667435,Breakfast Spot,POINT (38.89043783680055 -76.93832471966743),"5",http://planning.dc.gov/,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",11251.012820585965528,4286254.187315670773387,Original,,,,,"0"
"493",Subway,38.894534680454825,-76.949979674105805,Sandwich Place,POINT (38.89453468045483 -76.9499796741058),"5",http://planning.dc.gov/,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",11251.012820585965528,4286254.187315670773387,Original,,,,,"0"
"500",Pizza Hut,38.893366999999998,-76.949421000000001,Pizza Place,POINT (38.893367 -76.949421),"5",http://planning.dc.gov/,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",11251.012820585965528,4286254.187315670773387,Original,,,,,"0"
"502",Shrimp Boat,38.889843114371345,-76.937757198753502,Seafood Restaurant,POINT (38.88984311437135 -76.9377571987535),"5",http://planning.dc.gov/,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",11251.012820585965528,4286254.187315670773387,Original,,,,,"0"
"504",McDonald's,38.893531000000003,-76.949714999999998,Fast Food Restaurant,POINT (38.893531 -76.949715),"5",http://planning.dc.gov/,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",11251.012820585965528,4286254.187315670773387,Original,,,,,"0"
"0",A Baked Joint,38.902280325327261,-77.017215192317963,Café,POINT (38.90228032532726 -77.01721519231796),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"1",DC Empanadas,38.892529457498497,-77.018991873321099,Food Truck,POINT (38.8925294574985 -77.0189918733211),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"2",The Capital Burger,38.903107469563096,-77.021751474408518,Burger Joint,POINT (38.9031074695631 -77.02175147440852),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"5",Poké Papa,38.899515180000002,-77.023410470000002,Poke Place,POINT (38.89951518 -77.02341047),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"6",RPM Italian,38.902220000000000,-77.020939999999996,Italian Restaurant,POINT (38.90222 -77.02094),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"7",Shouk,38.902737452137430,-77.020600140094757,Vegetarian / Vegan Restaurant,POINT (38.90273745213743 -77.02060014009476),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"11",Kinship,38.903304687912730,-77.021797352259611,New American Restaurant,POINT (38.90330468791273 -77.02179735225961),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"13",Rasika,38.894919969799552,-77.021209001541138,Indian Restaurant,POINT (38.89491996979955 -77.02120900154114),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"18",The Capital Grille,38.892956949919480,-77.020067271618132,American Restaurant,POINT (38.89295694991948 -77.02006727161813),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"19",&pizza,38.896305003505297,-77.026368052465784,Pizza Place,POINT (38.8963050035053 -77.02636805246578),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"20",The Partisan,38.894947108075904,-77.022550106048584,New American Restaurant,POINT (38.8949471080759 -77.02255010604858),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"23",sweetgreen,38.903307300000002,-77.018647000000001,Salad Place,POINT (38.9033073 -77.018647),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"25",CAVA,38.899971200000003,-77.022314499999993,Mediterranean Restaurant,POINT (38.8999712 -77.02231449999999),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"26",District Rico,38.900370380106040,-77.011614739894867,Peruvian Restaurant,POINT (38.90037038010604 -77.01161473989487),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"27",Zaytinya,38.898811000000002,-77.023645000000002,Mediterranean Restaurant,POINT (38.898811 -77.023645),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"29",Corduroy,38.905002048107420,-77.024032112174311,New American Restaurant,POINT (38.90500204810742 -77.02403211217431),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"39",District Rico,38.900370380106040,-77.011614739894867,Peruvian Restaurant,POINT (38.90037038010604 -77.01161473989487),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"52",Charlie Palmer Steak,38.892812935519366,-77.012390072657240,Steakhouse,POINT (38.89281293551937 -77.01239007265724),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"90",Old Ebbitt Grill,38.897954318339245,-77.033270108058204,American Restaurant,POINT (38.89795431833925 -77.0332701080582),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"91",Rasika,38.894919969799552,-77.021209001541138,Indian Restaurant,POINT (38.89491996979955 -77.02120900154114),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"92",The Capital Grille,38.892956949919480,-77.020067271618132,American Restaurant,POINT (38.89295694991948 -77.02006727161813),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"93",&pizza,38.896305003505297,-77.026368052465784,Pizza Place,POINT (38.8963050035053 -77.02636805246578),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"94",The Partisan,38.894947108075904,-77.022550106048584,New American Restaurant,POINT (38.8949471080759 -77.02255010604858),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"95",Jaleo,38.895913641464468,-77.022163867950439,Tapas Restaurant,POINT (38.89591364146447 -77.02216386795044),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"96",Succotash,38.897525624119410,-77.024780186377839,Southern / Soul Food Restaurant,POINT (38.89752562411941 -77.02478018637784),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"97",Red Apron Butchery,38.894897999999998,-77.022575000000003,Deli / Bodega,POINT (38.894898 -77.022575),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
